comment,label
"vaiya custom rom use kore kmne android version update kora jay ei bishoye ekta video paile vlo I am using walton primo r4+ ,,,i really need it,,,so plzz help me and i am sure that there are so many who will be helped by surely ei video ta onek vlo on ATC we are here with you.
",2
"mota moti phone
",2
"unpossible? wtf
",0
"Please do a review on Xiaomi Note 5A Prime. 16mp front camera on a low budget (14 k) phone to beat Oppo! Eagerly waiting for it from our favorite ATC!
",1
"Asus zenfone 3 zoom plz
",1
"Osadharon video ta as usual But spoiler alert er sothik babohar hoi ni, karon ota information spoilers impossible un noi Chomotkar editing r kichu halka rosikota atc k unique kore tole jao
",1
"LG V30 ar review
",1
"Good job man
",2
"mi A1 er review chai
",1
"sony xz camera review
",1
"Plz Q6
",1
"ChImE IsLaM everyone knows LineageOS is better for any smartphone for your information if you don't wanna customize your phone much rather use as simple as possible. But if you prefer customization features and OMS theme engine you can go for RR(Resurrection Remix) custom rom. both are the most popular custom rom yet.
",1
"we bought use korle lav khaben
",1
"Bro pls give LG q6 depth review
",1
"Eluveitie Tashmim gear club
",1
"Shariful Islam Nokia by HMD Global Oy is going well at this current rate. Put useful features and improvement of hardware rather than putting gimmicky features.
",0
"catastrophic supto I checked yesterday and not available in Nokia Authorized Retailer yet but you can find this phone in Take & Talk store (Bashundhara City Shopping Mall,Level-5,Block-A,Store
",1
"Lg V30'r review chai!
",1
"Syed Ahmeduzzaman its a fun ✌
",2
"Syed Ahmeduzzaman its a fun ✌
",1
"price ta plz?
",1
"ATC plzzzz Take & Talk Bd theke ekta Samsung C5pro niya review Bandtest Display Test anen plzzzzz???
",1
"vai background gola koi thekay pan
",2
"vai background gola koi thekay pan
",1
"LG V30
",1
"Md Touhidur Rahaman Nayon Buy Polish Coper/Blue/Silver this will make your Nokia 8 different than other Nokia Phone. I'm waiting for Polish Blue to come so I can buy it.
",1
"How say invent any feature on your own
",1
"vi amazing video make koren oswam
",2
"vi 1k ar vitor best earphone with mic suggest me
",1
"awesome it u✌✌✌
",2
"Congrats on 100k subscribers,when did you guys start installing Real Racing 3 xD
",2
"Lg q6 review plz.
",1
"LG Q6 er review ta Bangladesh a available koekta best Bezel less smart phone er name
",1
"I phone 8/8+/X review
",1
"One of the best Detailed Review ever.
",2
"Q6 r review chai
",1
"Onek valo review
",2
"note 5a ekta review chai
",1
"Tmdr group e ki new member add Kora jabe.
",1
"(iPhone X) er review chai
",1
"Lg v30 review bro
",1
"Video r car games tr name ta plz akto bolben ?
",1
"Want review of Galaxy J7 pro@ATC
",1
"ore amar kache
",1
"Bangladesh
",1
"good morning
",2
"+Amir Husain .xxx
",1
"Rijbi madarchut ekta
",0
"sir,this is really harmful for our education system.
",0
"plz resign from edu minister.
",0
"amader school a ai somossa asa jodio school ta sorkari
",0
"yes, you are right
",2
"good news
",2
"KDA GOVERNMENT KHAN JAHAN ALI SCHOOL ATA. GOVT SCHOOL. LOCATION 2017 YEAR FAST YEAR. BUT KONO SIR NAI. ATA BESAR CHAI.
",0
"Samiya Hossain msq na mcq
",1
"& Brittney's crazY_Fan
",1
"He is right
",2
"We want justice
",1
"karul basarer mone hoy valo katakatir oviggota ache
",1
"up & down a total 4000-5000 bdt holea valo
",1
"cccc ato vaja
",0
"nizamuddinaulia
",2
"pRiNcE nice
",1
"Dhaka become gta 5
",1
"bangladesh the now awamilig socity what a falls no nice culture
",0
"Osm natok
",1
"tisha valo acting kore
",2
"Just awesome.
",2
"Tanjin Tishar kotha golo kob bisri lage, why she tries to speak like people of west bengal serial.
",0
"gift pack e mobile seriously!!!!!!!!!
",1
"Same conversation e 2 device chat color-o different. What kind of sorcery is this? :/
",0
"this is good
",2
"So think Tisha's one of the best work
",2
"East or West Bangladeshi Natok is the best. . A must watch natok
",2
"phone call o to kotrte parto
",1
"Itz just fantastic
",2
"Boss is best
",2
"excellent :)
",2
"wow so nice and
",2
"wow so nice and
",2
"Good Drama
",2
"I Love is the best actor ♠♠♠♠♥♥♥♥♠♠♠♠
",2
"Music ( tune )tar link diben kew ?
",1
"nice,,, boss
",2
"uploader vai arts er student tai science banan vul hotei
",0
"uploader vai arts er student tai science banan vul hotei
",0
"Very heart touching
",2
"proud to be a arts er chele✌✌
",2
"nishu boss
",2
"Excellent Drama
",2
"Excellent Drama
",2
"nisso is better
",1
"Vai science ear student robot robot toiri
",1
"outstanding arokom subject related aro natok cai
",2
"so very nice story
",2
"mark number dilam 100 % valo natok
",2
"Very nice Drama.
",2
"sai natok boss
",2
"First e onek aesthetic last e erom hoye gelo keno -_-
",0
"Science*
",1
"Afran Nisho vai to sob smy like him so
",2
"Nisho is best
",2
"just <3
",2
"sience nh science
",0
"ami arts er science khub valoi aim cricketer houa tai science sere arts e ai ber class 10 sob ar opoman
",1
"just say,,, excellent drama
",2
"just say,,, excellent drama
",2
"Fantastic
",2
"RAKIB the Heart-throb ok boy
",1
"haha lol
",0
"Commerce thirt party hahaha
",1
"afran bro is the best
",2
"hy ra bangladesh
",0
"Over acting
",0
"I hate that we have too many unnecessary I hate when everybody judge people by looking at their If anybody got bad marks it doesn't mean they're not educated,, we get bad marks cuz teachers gives us marks by counting the number of papers we Is there any good education system where teachers won't count papers,, where teachers will see our skills,, our talent not what we memorised from books and wrote on papers??,,, is there any education system where teachers won't see grades and give everybody a chance to do something?? Is there any education system where students will read books to learn,?? In our education system teachers just teaches us how to write papers and get good we just learn how to get A+ but we don't learn what we should learn,,
",0
"I liked this video
",2
"SHAME ON THIS TYPES NONSENSE PARENTS
",0
"proshno k dise??? Nahid
",1
"To get A+ we had to have creative mind Not memories
",1
"I will must show it my parents.
",1
"it is a nice that
",2
"eto tai sotti ar bastobota fute utese am speechless
",2
"eto tai sotti ar bastobota fute utese am speechless
",2
"ta real cilo nd result so gd job
",2
"hahaha, shots fired!
",2
"How much did u get in PEC exam???
",1
"just wow ai amdr life
",2
"I hate study and exam
",0
"Golden a+ shomporke ader dharona
",1
"Abbu ammu always evabei preasure
",0
"amazing drama full novel
",2
"I’m just speechless! How a teenager can be that much perfect for this That expression, those out of bookish world thinking capability…. Just W o Who said that only 3 idiots and Taare Zameen Par is the best motivational educational movie? We are Bangladeshi and we can do far far better than them focusing on our just want to tell you that please if you could ever spend sometimes then show your parents , show your friends and as all the flowers of the generation , the power , the spirit our teenagers can
",2
"RIP golden a+ :(
",0
"I pray for 2018 HSC candidate
",2
"waowwwwwwwwwwwwww
",2
"Thts my life
",1
"Amader shob studentder moner bachte education system is killing
",0
"Shikhho nio
",2
"Thanks Chaneli for awesome Eid Drama (Golden A+). I need this song  download link. Please help. Thanks in Advance.
",2
"I am crying
",1
"nice Fizz
",2
"Sarwar Sumon rite
",1
"The Undertaker sala khala bujo
",0
"Sazzil Samirul Islam Dnt watch we never ask you to watch beggar
",0
"Bukachuda ram patha
",0
"mr dollar you need to understand the fact first then comments please. Economy of bowling was same for Shakib and stanlake with two wickets both and in batting Shakib made 27 runs and stanlake is zero . And moreover Shakib too some catches also. So Bangladesh is poor and that's why Shakib didn't get the taste of man of the match.
",0
"rohid ahamed Who care people's dnt care about road side beggar Now who is beggar here find your self
",0
"sunny sandy At least they don't defecate openly just like rendians
",0
"sunny sandy The entire world knows that most indians defecate openly, therefore it's the ditties place on the planet Poor lundian beggar
",0
"whenever I watch this match my heart beat remains always My Allah!
",2
"Joy bangla
",2
"Bangladesh r cheaters
",0
"Historical
",1
"behavior of Bangladesh is amateur & non-professional, they need to build up with their gentle behavior along with their cricket.
",0
"that fucking ads will never go ! baal er bkash chodai, Bisk club er kacha maal er gushti mari!, abr pinaple marai
",0
"Silent sri lanka
",1
"Favourite *
",2
"Abuse on comments shows your mentality, You guys will never understand ""respect of game""
",0
"Shafiq Rehman FUCK u and UR SISTERS CHEAP PUSSY
",0
"Suchak I think you didn't see the match between BANGLADESH vs sri lanka
",1
"Bangladesh has no role in this victory ! Take credit for own deeds
",0
"Bangladesh has no role in this victory ! Take credit for own deeds
",0
"Bangladesh Women Soccer Team played excellent against Australia
",2
"God save the queen's team <3
",2
"Bangladeshi team played well with one player down. Their coach stayed on his feet the whole game. 2nd goal for Australia was very lucky. Their number 10 definitely has good potential. Bangladesh crossing was terrible though. wasted so many corner
",1
"Lost the Game But Won the Heart <3
",2
"tasnibur rahman bro your humour sense is damn high :-) :-)
",2
"Kazi Tanvir ur humour is bt 16 years old girls. Literally they r children. Sorry I can't down to ur humour
",0
"Kazi Tanvir ur humour is bt 16 years old girls. Literally they r children. Sorry I can't down to ur humour
",0
"Kazi Tanvir probably I should nt waste my time on a person who sees children in a different ways. I donn know him by d way.
",0
"Kazi Tanvir probably I should nt waste my time on a person who sees children in a different ways. I donn know him by d way.
",0
"I want to play for England and Manchester city WFC for the
",2
"jode bafufe ai mayeder k chaina and Japan er support and training day amader daser jonno boro sunam boye anbe
",2
"Congratulations
",2
"Congratulations
",2
"Ugly Pakistani can't even play football
",0
"Sunil goswami ugly really look who is saying black arss shiy face indian faggot
",0
"Hi Pakistani dog I foke your sisters
",0
"Learn fucking English you prick
",0
"football☺☺☺☺☺☺☺
",2
"Have better tactics than england
",1
"Ugly lundians and shitdeshis
",0
"Ugly lundians and shitdeshis
",0
"asraful is the best pleyer .I am saport of I want see that asraful in the Bangladesh team .
",2
"Ashraful is only clasical batsmen of want him
",2
"come back
",1
"Papon india r dalal
",0
"we want Ashraful again
",1
"Asrafol ka chai
",2
"We want ash again in bd cricket team
",2
"he is a good player
",2
"he is a good player
",2
"i like it subscribe booss
",2
"i miss ashrafull i like you
",1
"wellcome boss
",2
"we need Ashraful
",1
"right salar faul video banay sudu
",0
"SportsBD Tv hsfhasgv
",1
"nasir best
",2
"bangladesh very nice tem,
",2
"BD cricket fan nvcf
",1
"plays football batter then national football team
",2
"Far well than our national football team!!
",2
"Tiger team j maner football khello tathe natinal football team er lojja pawa uchit.
",0
"nasir ar goal onek good hoice. Ja national football team o dite patena
",2
"U r so sweet
",2
"fied is too small but still they played well
",2
"team HAGS er 9 number ta ki na missed a dozen
",0
"Baler Bangladesh
",0
"bangladesh is 3rd class they r capable of this only
",0
"Bangladesh is the first sports team in the world to force a whole country to shout for another country in the month of their independence
",2
"india is a
",1
"Indian junior team Bangladesh ko ek tournament me 3bar Long live indian
",2
"tora tiger cat
",0
"tigers never good lesson for you have to learn a lot to world class standard .. or else first play in paddy fields.
",0
"Bangali was like gangsters in last semifinals with sri lanka. They broke that glasses in their living room. That's is not respectable.
",0
"overconfidence niye
",0
"India and Sri Lankan fan jointly won. bangladesh lost because of their poor attitude. Bangladeshi dont know to celebrate. Now do nagin how dinesh karthik celebrated after winning.
",1
"Bangladesh played very well N A Put all his efforts through out the series Only one team it's Bangladesh Well-done Bangladesh Best of luck
",2
"Sargam of Bangladesh what a hasi hasi morben
",0
"jiboner poth chola boro Agie jaw pase achi
",2
"bhai bhalo from india
",2
"India bachader sathe bangladesh match a nagin kothay gelo
",1
"Mostofa Masud abal detected
",0
"Shakib could try Mahmudullah or Mehidi after Rohit got out.
",1
"vai sob kicutey Allah k dosh diye lab ni, india ajk ato valo team kano all over the world , indian player ra onek kothin porishrom kore r practice er toh bikolpo ney ora jitbe na toh k jitbe r Allah kokhono onnay obichar koren na , ta hok se muslim, cristian ba hindu kosto korce besi se fol paice ..
",2
"Only Entertainment what who destroy ur nation???
",0
"Bangladesh is no more a weak team, I feel proud when Bangladesh wins. but this is the game, you can't expect your team to win every time. Love for Bangladesh from India. Saqib is fantastic most all rounder, my favorite, any day. World cup 2019 e India Vs Bangladesh dekhte chai. Je kono country seta India hok ba Bangladesh, we should respect every country.
",2
"Bar bar amago Desher naam dobay ar bhalobasa lolz
",0
"you are right
",2
"abal detected
",0
"ha ha ha poor bangladesh . before wining any match, first try to respect opponent team . u immature bangladesh team . u only know to cry like a child ha ha ha . well done team india
",0
"Sarwara Mahabub i dont know in what kind of world do you live in where india is a cheater. And yaa we are smart but not oversmart like u who, behave so badly after defeating sri lank in the previous match . Respect the game of cricket first. And where was your naagin dance yesterday ha ha ha
",2
"Shanmuga Priya respect from india to sri lanka for supporting team india at the ground . It was a spectacular environment yesterday where india and sri lanka were together and an arrogant bangladesh was alone in the race
",2
"We love Bangladesh and bangladesh
",2
"happy all
",2
"mushi is the best. he his a very confidence bats
",2
"I love you Bangladesh
",2
"Tamanna Akther wow
",2
"Loved Tigers✌✌✌
",2
"MD SOBUJ RAHMAN Right bro
",1
"Rokomari BD am you right
",2
"stupid same old stories. nothing new
",0
"Luicha'r looking ta joss
",2
"Good God! I'm un-subscribing, your contents have turned into unbearable crap now. Good luck
",0
"Why the fuck you're copying Logan paul?!
",0
"Orna poro nai knn ??? sheii chelo
",2
"sob valo lageche but meyer face and acting baje lagse
",1
"Bahahahahahaah XD I died laughing after ages XD The luiccha one !! XD That ''ato khaite chao!'' though !
",2
"1k complete
",1
"Osm bro
",2
"bring she suits better with you. though this girl is not bad at all.
",1
"Shesra koita girlfriend tor harami
",0
"new video kobe ashbe salman I luv you a lot
",2
"welcome 800k ar subscribe club a waiting for 1Million
",2
"I had fun in the part of perfect boyfriend DON'T EXISTS""
",2
"800k in 20min?
",1
"Ami 2 years por akta new natok korbo???
",1
"Somehow copied from """"""Types Of Boyfriends | Harsh Beniwal""""""
",0
"I laughed so hard after a long salman❤
",2
"Hi, I am Raju Regone Haque. My Chanel have some Intreating Videos. please, Subscribe my Chanel for more intresting videos.
",1
"supper very nice, like it
",2
"i exist
",1
"Fucken
",0
"Fuck boy
",0
"Fun with the girls
",2
"you are soooo cute
",2
"too caring boy frnd er ta osthir haste
",2
"Kolponar Shopnoghuri! Ami personally koeksho manush nije chini jader relationship erkom. Khali bangladesh e na, erkom relationship is the mosttt common everywhere around the world. Tomar mone hoi egula shomkorke bhalo idea nai. Nijer idea expand koro age. Tarpor comment koiro. Ar shuno this is just a funny video. Eto seriously nile video deikho na.
",0
"Bro u r
",1
"Totally Xoss
",2
"bro koi jmo
",1
"osthir cilo r great at present tahsenation is motherfucker love u broooo
",2
"The adusive was cool
",2
"salman carry on
",2
"Expectaing 12 types of bengali girlfriends
",1
"The video was jossss abusive, jealousy, too caring were too funny
",1
"Bro you are best
",2
"keep it up brother
",2
"Arekta type bad pore gelo. Gf care kri na type. Hum hmm bf
",1
"His acting skills are incredible, I couldn't help but say plus that girl was also awesome made me laugh this whole 7 grateful !
",2
"Luichcha & too caring ta joss chilo
",2
"The besttttt
",2
"Omg So Osthir ✌
",2
"Boss you are best
",2
"BhaiBrothers LTD. 7
",1
"Fuck your channel I support Salmon
",0
"Salman is the best
",2
"Salman is the best
",2
"3rd class best
",2
"Wow nice bor
",2
"Dui biggest kamlachoda eksathe in one interview. Isn't it something?
",0
"I am a big fan both of enjoyed ur all episodes,, Though I like both of I like salman the is very
",2
"salman vai u r owsome
",2
"but i love salman
",2
"Crystal Bangladeshi army?!?
",1
"fuck u BhaiBrothers LTD
",0
"Beep use korar poreo sob word clearly bujha nice.
",2
"salman you are jose
",2
"Bloody bitches ""asif bin azad"" u r the fucking ""Salman"" he is the top YouTuber in bd why u used the show that u r used bad language of your shaim on Salman
",0
"salman is best
",2
"To Both of you of all let me clarify um not a hater of urs anyway specifically to as per u said ""bhai samne ay , bol "" So samne ashci i repeat to Salman please give a guys are absolutely good . hats off you guys did a great job specially Salman that you bring a trend successfully of using technology by entertaining audience . So main point why don't u use ur this familiarity for people for country more specifically u can give some social message too. Um not wrong pranks, thug life types videos are good enough to entertain people , but reality is most of the people are not taking those videos as an way of only entertainment they are getting inspired by a wrong message . for this reason u have some duty toward ur nation as well as people. so why aren't you creating those kinds of videos ? ( May b you did but few ) You can also add something good message to people in ur those videos too right ? it won't hamper your hope you will reply this as per you said so let me see what u said actually worth it or not ?
",1
"To Both of you of all let me clarify um not a hater of urs anyway specifically to as per u said ""bhai samne ay , bol "" So samne ashci i repeat to Salman please give a guys are absolutely good . hats off you guys did a great job specially Salman that you bring a trend successfully of using technology by entertaining audience . So main point why don't u use ur this familiarity for people for country more specifically u can give some social message too. Um not wrong pranks, thug life types videos are good enough to entertain people , but reality is most of the people are not taking those videos as an way of only entertainment they are getting inspired by a wrong message . for this reason u have some duty toward ur nation as well as people. so why aren't you creating those kinds of videos ? ( May b you did but few ) You can also add something good message to people in ur those videos too right ? it won't hamper your hope you will reply this as per you said so let me see what u said actually worth it or not ?
",2
"Salman do you read in Scholastica School ???
",1
"stay young by not being
",1
"Salman is truely the man setting beside salman i don't even know his name is truely deserved to be hated by people.
",0
"it's was nice
",2
"There is our most famous in your Bangladesh wish both of you ""Tell the world it's Bangladesh ""
",2
"even though i hate asif, he didnt force you to watch him. if you dont like him, dont waste your precious time watching him
",0
"Bal Video Bnaw Sex Video Bnaw ta pro na
",0
"fuck em up who hates u
",0
"super ep
",2
"ughhh been searching for this comment for a long time
",1
"you motherfuckers
",0
"you motherfuckers
",0
"Bastards
",0
"Bastards
",0
"can u do that one interview where you will use only bangla i love ur work azad vai u r awesome .
",2
"when u knw a lot of english than u must reply in english i can not understand ur word
",0
"tamanna mim spell your words correctly then try to talk to other people.
",0
"why the f**k those beep beep sounds, man?? everybody use those words.
",0
"Love the background, it brought the big city to the small one.
",2
"The start of the video,the host exactly copied Arnub from The Viral Fever, it would had been better if they had started with sth original.
",0
"nice videos
",2
"what the fuck
",0
"I was waiting my lifetime for this !!!!
",2
"I was waiting my lifetime for this !!!!
",1
"Asif bro, u have taken a lot of interview of others, now we want someone take your pls do for us bro.
",1
"Come up with a new terrific Season Asif BIn azad bro _
",1
"Faking Ass of the Bastards of New yoyo
",0
"good to see u both
",2
"you look like a fucking rat
",0
"Fuking healthy
",2
"baal with another baal
",0
"hey bro, i'm rony, i really like your program, i'm already subscribe your Chanel, and hope stay with Bhibrother job,
",2
"Bhai both of u make a deferences video, so why u hate each other, plz quit this
",0
"I have a request to both of you. why we don't speak in one language? why we can speak either in bengali or in English? just an opinion. don't make fun of my comment.
",1
"rival meets rival!!!!
",1
"luv u guyzzz
",2
"who hate them???
",1
"Love u all r
",2
"I love you guys
",2
"majial farhad? whoats the name at  ?
",1
"y bro salman ?tomar gay jola kno vai??/ i wants to know the reson?????????????????????????????????????
",1
"I have Never as really
",1
"Ausome man
",2
"saoyay sudu put put kore huga
",0
"bullshittwtf
",0
"accurate
",2
"I don't find u eligible to get my comment
",0
"I don't find u eligible to get my comment
",1
"faul marka news.
",0
"Cow ta joss
",2
"Good news .thank you repoter bai.
",2
"so funny hahaha
",2
"right! apu can we friend? whatsapp/viber
",1
"right! apu can we friend? whatsapp/viber
",1
"ismat jarin I love you baby
",2
"John Abraham
",1
"Stay Beside Us
",2
"I look forward to leading the Metrorail engineering team one day. Born in Bangladesh, I am the head of performance of the most punctual rail franchise in the Uk also one of the best in the world. All the best​
",2
"kausik das, I agree with you. But government will not come up with this the way, are you from Kolkata?
",2
"tobe metro rail ta matir niche hole bhalo
",0
"Bd goverment why so fucking solow have to be fucking first
",0
"Train a scientific colour use korte hobe. Colour should be WHITE. Because white colour reflect the rastai gaas ase. Taw bus er moddhe thakle gorom lage. R metro rail to cholbe upor diye. Direct sun heat exposure hobe train er upore. So, ultimately jatrira gorom onuvob color hole gorom kom lagbe. Jatri ra Santi onuvob korbe
",1
"Dekhen Indian flag er color jeno na hoye jai
",1
"lol made by japan u talking abt quality
",0
"It is like a yeaba factory.
",1
"you should change this title. because all private varsity are not same.
",0
"Chowdhury , the correct spelling is varsity, not see how good your public university students are ?????? ehhhhh
",0
"Chowdhury , the correct spelling is varsity, not see how good your public university students are ?????? ehhhhh
",0
"BikRamPur ExPreSs
",1
"your decision is good
",2
"this reason our country never go is not always bad at can check alcohol health value we muslim its haram for live in china for three take beer as ki mone koren?reporter hoisen bole ja khusi tai?jibone plane uthsen?foreign country cokhe dekhsen?learn how to respect true that in those hotel they serve alcohol but apni kokhono oi hotele khete gesen?oikhane jara jai maximum jara bideshe thaki tara jani foreiner foreinerder koto respect vai apnar limit mathai rekhe report korben.
",0
"stupid make any
",0
"Sir u doing u such a courageous it those idiots
",2
"shameless culture trying to destroy bangladeshi culture with DRUG,ALCOHOL
",0
"These foreigners business guys have guts. Just cant imagine if a bangladeshi citizen ever try to do the same in their countries. The whole system is corrupt in our country. Sad but true
",0
"Alcohol is illegal in Bangladesh what do u mean by taken permission or not they should burn every single restaurant down the serves alcohol of course we won't do the cuz our government so corrupted I wish we had a good Islamic nd religious ruller who stick to sharia law just like sahaba did
",0
"how dare thy??? government r real problem. bloody Koreans
",0
"amader islamik des take ora ki toiri korcha so please close that .
",0
"throw them out of Bangladesh, what the fuck shameless local administration !!
",0
"What the fuck where we can go now I have no idea
",1
"Never knew Bangladesh is another Pakisthan. Disgrace for the Bengali community
",0
"Shame on this channel kono anumuti ARREY the GOVERNMENT IS SERVANT, not a parent!
",0
"You missed the part licensed. Its not about religion or anything, its the question of legality of those shops selling alcohol.
",1
"This is fucking bullshit! Why don't they talk about the prostitution instead? Alcohol is not harming the society as much as the prostitution business.
",0
"Nice symbol for the news .a CROW!!!! media people are like Crows!
",0
"This is harassment, pure and simple. On behalf of my countrymen, I sincerely apologize to all who may have come under such humiliation by our people.
",0
"These rickshaw wallas want everyone to live like them. Pathetic losers!
",0
"Dirty shits
",0
"I do respect your country. But those okay mannered and unethical journalist have no business to disrespect expat and immigrants. How is Bangladesh going to boost tourism? As long as alcohol is not doing any harm to local and the nation as a whole tourist have rights to drink anything and respect the law as well. Alcohol is not a drugs. What about other problems your country is facing currently. Journalist should report those rather than chasing already flourishing businesses set up by immigrants. Respect others so that others can respect your country as a whole. Why is prostitution legal in some of the places in Bangladesh, isn't it against your religion.
",0
"Still they know
",1
"dhaka is not safe place for b'coz bagladesh is still on 19th century
",0
"Ham ,alcohol
",1
"Lovely dhaka from indonesia
",2
"though u guys doing a great job but first learn spoken english first
",1
"Need to stop this bullshit type restaurant
",0
"Need to stop this bullshit type restaurant
",0
"the government should take necessary styp agents this as soon as possible
",1
"stupid cunt ass reporter will scare off our tourists
",0
"It really surprised me that these bar owners didn't kick that idiot journalist out of their restaurant. They r drinking with their own money fucker. U can go to ur own house with ur loser cameraman friend and have some dal, vat, shutki or whatever shit u usually eat, but don't disturb these foreigners.
",0
"Drinking beer , not going to distort Bangldesh, killing innocent people, reaping woman, child trafficking , political parties crazy way running the country. Do not respect the low, don't care about government role regulation, rich coming more richer. And poor going all the way down????? Making news about this The ar just having fucking dinner. So what if the having drink, and this is your super news are you taking any kind of fuckup ( who sappy this drug to you guys BNP? Or other tarorest groups? )GO TO
",0
"Drinking beer , not going to distort Bangldesh, killing innocent people, reaping woman, child trafficking , political parties crazy way running the country. Do not respect the low, don't care about government role regulation, rich coming more richer. And poor going all the way down????? Making news about this The ar just having fucking dinner. So what if the having drink, and this is your super news are you taking any kind of fuckup ( who sappy this drug to you guys BNP? Or other tarorest groups? )GO TO
",0
"My God, I was planning to go to Bangladesh in my next vacation but if this is happening there then I had to reconsider
",0
"no surprise , bd is full of corruption
",0
"no surprise , bd is full of corruption
",0
"These fucking bangladeshis are insane, these fucking reporters cunts want to stop alcohol in legal bars and clubs, and insulting foreign tourist , videotaping them without their permission,And those foreigners who fucking goes to bangladesh ? what the fuck is there ? what about child prostitution and crystal meth ? worlds largest child prostitution and traffiking place is dhaka, crystal meth is known as yaba there which is freely and openly sold there, guys take it to last long on bed, and they have sex with kids there in dholakia bangladesh, thers a whole documentry here in youtube which vice made also lot of these fucking bangladeshis come here to india by infiltration , and these fucking bangladeshis are a big problem here in Assam india, they come here illegaly and steal things, loot people, and lot of them work here as day labourer and females work as house maids, these bangladeshis should be completely eredicated from Assam india
",0
"shalara amader deshe aisha fapor mare
",0
"This video is taken to harass for foreigner and to take money from. Shame on journalism in
",0
"hey its there culture where are they do after having their duty .
",1
"what they do behind private doors/gate is their business, period.
",1
"+Rahul Madhusudan hey you mother fucker. do you understand???? what they talking about. Where is the legal permission to do business. go and fix the toilet son of bagger.
",0
"All Forever Oh so you think all the other places do have legal permissions to function??? There are many places that run without permission in this world you sick fuck so why only drinking stations?!?
",0
"Rahul Madhusudan so you think in you UK you can sell alcohol without licence? Are you for real you moron?
",0
"Did you fucked up your self? Why are you talking like a dipshit?
",0
"why ?? you are bull sucker. i thing you rent the building that's why you feel bad. so sad for you maaa
",0
"Thanks mate, when I visited SHYLET I met a man who invited me to his resident for drinks and I ask him how did you get this stuffs told me from DU TY free SHYLET airport as he has some few friends who helps him to get BOOZE. It was cool. But this fuckers reporters the way they busted in few restaurants with their cam's thats awful and illegal. Torturing the guests. If they have really issue to ban in BANGLADESH why not they file law suits to the LEGAL concern authorities.
",0
"BEN RDRX Agreed. If there is a legal problem, it must be dealt according to the best idea is to drink in a licensed bar. And their number is plenty. Likewise, if you want to drink at home, buy from the licensed the license requisite for selling alcoholic beverages is the same worldwide. I haven't seen in America a single hard drinks seller who sells without it is the same everywhere, why taking a chance? It is always good to be safe than sorry.
",1
"The issue is not the original Muslim rulers of this land also drank alcohol and smoked hookah,but they were not lowly enough to intoxicate themselves on alcohol was always in what's happening in this video is wrong because the business run by the Far East Asian foreigners is illegal. I've been to Japanese restaurants in Banani,but they were all legal and had all the permits.
",0
"Tasin Al-Hassan First of all, this land, in past thousand of years, was never an alcohol free culture. And therefore, there is no question of disrespecting or taking over the Bangladesh government itself legally issues license to sell alcohol. Then how come the foreigners or the drinkers are taking over the culture? They are simply buying what this country third, are you familiar with the Carew & Company Bangladesh Limited that legally produces alcoholic beverages? Are you familiar with Hunter beer that is legally produced and sold in Bangladesh? Bangladesh government issued them license to legally manufacture and sell these beverages. Then how come foreigners taking over this culture? Your taking-over theory is absolutely absurd.
",0
"Centaur Priest Bhai, but it's someones choice if they wanna consume anything bad for their self . We can create awareness. We need to respect each individuals choices to be respected. Smoking is like destroying yourself yet i smoke, a lot.
",1
"Tasin Al-Hassan Exactly. And, likewise, it does not mean alcohol can't be drunk at all.
",1
"How exactly do you plan to make someone look like a shameful bitch , according to your logic (or lack thereof), people who do not drink and promote abstention from drinking alcohol/doing drugs are 'back dated' alcohol is quite a 'primitive' new about getting 'cool' about it why do people who don't drink alcohol want the consumption of booze to be banned (or permitted under special same reason why they want drugs to be same reason they want prostitution to be same reason why gambling is prohibited in are the things that poison the whole society and lead to a decline in the moral structure of our look at what WHO of ALL deaths in the age group 20-39 years are ALCOHOL 6% of ALL deaths in the entire WORLD are due to than 200 diseases and conditions are linked to alcohol causes social, economic, psychological harm in last time I checked, WHO was not a muslim run finally, let's come to why we give a fuck about what others sooner or later, it'll effect us kids will be put under pressure by their peers to neighbors will fight after they get will die from alcohol related mishaps and will be less productivity in a already starving economic a muslim, we are supposed to care about what other muslims are COMPELLED to mind others' stems from the philosophy that if you are trying to be good, then preach the same to others because you want them to be good selfless, if you ask okay if you don't agree with don't give a fuck about what the fuck you my two all up for this 'shameful bitch publicly' someone needs to bash some sense into your little
",0
"You can kiss my ass Mr circumcised. What the fuck you Trolling INDIA here.
",0
"Mir Ratul K
",1
"+Saro Dance Freaks thank you
",2
"+Saro Dance Freaks I lick you
",0
"Montasir Abedin I'm not hindu, you illiterate village fool. Are you able to construct a sentence without vulgar language?
",0
"Montasir Abedin I'm not hindu, you illiterate village fool. Are you able to construct a sentence without vulgar language?
",0
"Shah Jahan You must be madrasa educated, why don't you refute my statement rather than throw insults around?
",0
"Typical Muslims only know how to swear and protest. Logic isn't part of the islamic vocabulary.
",0
"Dont follow hypocrite AllfromAdam&EveIslam yes!
",0
"+America Fuck Yeah !!! Smoking garb your mom pussy and drinking alcohol is broken your sister virginity .. Got it
",0
"It's a serious problem and Im worried for the future of Bangladesh. Indian parents are sending their children to school to learn about physics, biology, chemistry, astrology and Bangla parents are sending their children to madrasa to memorise the Quran. Bangladesh will always stay poor, our progress is held back by the islamist and madrasa educators.
",0
